Relatório de Clientes por Grupo

Total de Grupos: 13
Total de Clientes: 9485
Total de Cidades: 128

Cod.Cliente;Cliente;Cod.IBGE
Cliente 282211;PEQ6166;4113700
Cliente 282303;PEQ6174;3127107
Cliente 282384;PEQ6180;4110706
Cliente 282406;PEQ6187;4105508
Cliente 282414;PEQ6191;4105508
Cliente 282415;PEQ6192;3502804
Cliente 282417;PEQ6194;4101507
Cliente 282461;PEQ6197;4112801
Cliente 282477;PEQ6201;4126256
Cliente 282560;PEQ6206;4105508
Cliente 282725;PEQ6211;3530300
Cliente 282850;PEQ6216;4100400
Cliente 282851;PEQ6217;4125506
Cliente 283012;PEQ6230;3541406
Cliente 283022;PEQ6233;4118204
Cliente 283030;PEQ6237;4119905
Cliente 283046;PEQ6249;4105508
Cliente 283133;PEQ6257;4102406
Cliente 283166;PEQ6260;4101507
Cliente 283167;PEQ6261;4119905
Cliente 283181;PEQ6266;4111803
Cliente 283202;PEQ6269;4101507
Cliente 283237;PEQ6272;3534708
Cliente 283257;PEQ6276;3548708
Cliente 283261;PEQ6279;4107504
Cliente 283287;PEQ6286;4111803
Cliente 283291;PEQ6287;4127106
Cliente 283310;PEQ6289;3505500
Cliente 283359;PEQ6298;3532603
Cliente 283517;PEQ6313;3541406
Cliente 283520;PEQ6314;3542404
Cliente 283726;PEQ6323;3557105
Cliente 283747;PEQ6325;3520509
Cliente 283757;PEQ6327;4104808
Cliente 283760;PEQ6328;4113700
Cliente 283785;PEQ6330;3506508
Cliente 283916;PEQ6333;3503208
Cliente 283943;PEQ6339;3542404
Cliente 284050;PEQ6343;3545803
Cliente 284052;PEQ6344;3525706
Cliente 284057;PEQ6347;3557105
Cliente 284118;PEQ6355;3526902
Cliente 284141;PEQ6357;4101507
Cliente 284165;PEQ6358;3557105
Cliente 284183;PEQ6364;4105508
Cliente 284206;PEQ6369;3506508
Cliente 284217;PEQ6370;4101507
Cliente 284233;PEQ6371;4115200
Cliente 284235;PEQ6372;4117503
Cliente 284253;PEQ6384;4118204
Cliente 284264;PEQ6389;3539202
Cliente 284296;PEQ6391;3557105
Cliente 284310;PEQ6394;3541406
Cliente 284323;PEQ6397;4118204
Cliente 284328;PEQ6398;3550308
Cliente 284333;PEQ6399;4101507
Cliente 284355;PEQ6405;4105508
Cliente 284422;PEQ6420;3550308
Cliente 284428;PEQ6424;3550308
Cliente 284446;PEQ6429;3531407
Cliente 284456;PEQ6434;3520509
Cliente 284457;PEQ6435;3516705
Cliente 284466;PEQ6441;3530300
Cliente 284523;PEQ6450;3530300
Cliente 284530;PEQ6452;3555000
Cliente 284533;PEQ6454;3540804
Cliente 284552;PEQ6458;3506508
Cliente 284553;PEQ6459;3517802
Cliente 284591;PEQ6461;3548708
Cliente 284625;PEQ6468;3502804
Cliente 284653;PEQ6482;3523107
Cliente 284770;PEQ6490;4125506
Cliente 284771;PEQ6491;4126256
Cliente 284789;PEQ6496;3530300
Cliente 284804;PEQ6499;4104808
Cliente 284805;PEQ6500;4122404
Cliente 284814;PEQ6503;4118204
Cliente 284819;PEQ6507;4112801
Cliente 284820;PEQ6508;4107504
Cliente 284824;PEQ6510;3522505
Cliente 284836;PEQ6512;4112801
Cliente 284844;PEQ6514;4112801
Cliente 284845;PEQ6515;3537305
Cliente 284853;PEQ6516;4102406
Cliente 284860;PEQ6520;4106902
Cliente 284886;PEQ6524;4102406
Cliente 284887;PEQ6525;4123907
Cliente 284899;PEQ6530;3537305
Cliente 284904;PEQ6532;4100400
Cliente 284906;PEQ6533;4118204
Cliente 284929;PEQ6537;3506508
Cliente 284932;PEQ6540;4104808
Cliente 284941;PEQ6543;4111803
Cliente 284943;PEQ6544;3537305
Cliente 284944;PEQ6545;3522505
Cliente 284952;PEQ6551;3501608
Cliente 284955;PEQ6553;3550308
Cliente 284958;PEQ6554;3541406
Cliente 284959;PEQ6555;3520509
Cliente 284973;PEQ6559;3508108
Cliente 284981;PEQ6560;3515509
Cliente 284994;PEQ6567;3550308
Cliente 285010;PEQ6568;4119905
Cliente 285016;PEQ6570;3541406
Cliente 285067;PEQ6571;4111803
Cliente 285069;PEQ6573;4121000
Cliente 285082;PEQ6574;3527108
Cliente 285083;PEQ6575;3541406
Cliente 285086;PEQ6578;3509502
Cliente 285101;PEQ6582;3506508
Cliente 285117;PEQ6586;4100400
Cliente 285120;PEQ6588;4105508
Cliente 285131;PEQ6591;4109708
Cliente 285137;PEQ6593;4123907
Cliente 285140;PEQ6595;3522505
Cliente 285142;PEQ6596;3541406
Cliente 285145;PEQ6597;3541406
Cliente 285160;PEQ6599;4106902
Cliente 285211;PEQ6607;3549805
Cliente 285212;PEQ6608;3549805
Cliente 285213;PEQ6609;3541406
Cliente 285222;PEQ6613;3534708
Cliente 285223;PEQ6614;3511003
Cliente 285234;PEQ6615;3506508
Cliente 285237;PEQ6616;3522505
Cliente 285240;PEQ6618;3525706
Cliente 285242;PEQ6619;3510401
Cliente 285243;PEQ6620;3534708
Cliente 285244;PEQ6621;3549805
Cliente 285246;PEQ6622;3549805
Cliente 285247;PEQ6623;3549805
Cliente 285248;PEQ6624;3549805
Cliente 285249;PEQ6625;3549805
Cliente 285254;PEQ6627;3549805
Cliente 285255;PEQ6628;3549805
Cliente 285257;PEQ6630;3549805
Cliente 285264;PEQ6633;3549805
Cliente 285270;PEQ6635;4107504
Cliente 285272;PEQ6637;4104808
Cliente 285297;PEQ6643;3550308
Cliente 285305;PEQ6647;3549805
Cliente 285313;PEQ6650;4104808
Cliente 285317;PEQ6651;3557105
Cliente 285318;PEQ6652;3523107
Cliente 285348;PEQ6659;3541406
Cliente 285349;PEQ6660;3531407
Cliente 285350;PEQ6661;3541406
Cliente 285351;PEQ6662;3541406
Cliente 285352;PEQ6663;3541406
Cliente 285353;PEQ6664;3541406
Cliente 285355;PEQ6665;3541406
Cliente 285356;PEQ6666;3541406
Cliente 285357;PEQ6667;3541406
Cliente 285363;PEQ6669;3541406
Cliente 285367;PEQ6673;3541406
Cliente 285368;PEQ6674;3541406
Cliente 285371;PEQ6675;3541406
Cliente 285378;PEQ6678;4106902
Cliente 285418;PEQ6692;3529005
Cliente 285426;PEQ6699;3529005
Cliente 285428;PEQ6700;3542404
Cliente 285445;PEQ6706;4102406
Cliente 285448;PEQ6707;3533403
Cliente 285460;PEQ6709;3541406
Cliente 285462;PEQ6711;3549805
Cliente 285464;PEQ6713;3542404
Cliente 285468;PEQ6714;3549805
Cliente 285474;PEQ6715;3541406
Cliente 285475;PEQ6716;4104808
Cliente 285476;PEQ6717;3534708
Cliente 285478;PEQ6718;3541406
Cliente 285490;PEQ6723;3553401
Cliente 285496;PEQ6725;4101507
Cliente 285506;PEQ6730;3522505
Cliente 285507;PEQ6731;4112801
Cliente 285514;PEQ6733;4115200
Cliente 285515;PEQ6734;3541406
Cliente 285516;PEQ6735;3541406
Cliente 285517;PEQ6736;4126256
Cliente 285518;PEQ6737;3539202
Cliente 285521;PEQ6738;3539202
Cliente 285531;PEQ6743;3541406
Cliente 285533;PEQ6744;3550308
Cliente 285543;PEQ6747;3541406
Cliente 285559;PEQ6749;3548708
Cliente 285562;PEQ6751;3549805
Cliente 285567;PEQ6752;3541406
Cliente 285574;PEQ6753;3547809
Cliente 285579;PEQ6755;3541406
Cliente 285582;PEQ6757;4105508
Cliente 285583;PEQ6758;4115200
Cliente 285585;PEQ6759;3549805
Cliente 285589;PEQ6761;3516705
Cliente 285590;PEQ6762;3543402
Cliente 285599;PEQ6768;4105508
Cliente 285606;PEQ6769;3541406
Cliente 285607;PEQ6770;3541406
Cliente 285608;PEQ6771;3541406
Cliente 285612;PEQ6773;3547809
Cliente 285613;PEQ6774;3542404
Cliente 285614;PEQ6775;3547809
Cliente 285619;PEQ6778;3549805
Cliente 285620;PEQ6779;3549805
Cliente 285623;PEQ6781;3549805
Cliente 285640;PEQ6788;3529005
Cliente 285644;PEQ6791;4122404
Cliente 285645;PEQ6792;4103701
Cliente 285648;PEQ6793;4104808
Cliente 285656;PEQ6795;3535507
Cliente 285658;PEQ6796;3535507
Cliente 285664;PEQ6797;3535507
Cliente 285668;PEQ6800;3541406
Cliente 285669;PEQ6801;3525706
Cliente 285671;PEQ6802;3541406
Cliente 285675;PEQ6803;3549805
Cliente 285677;PEQ6804;3549805
Cliente 285679;PEQ6805;3508108
Cliente 285680;PEQ6806;3502804
Cliente 285683;PEQ6807;3554102
Cliente 285684;PEQ6808;3507605
Cliente 285685;PEQ6809;3539202
Cliente 285686;PEQ6810;3539202
Cliente 285706;PEQ6814;3541406
Cliente 285707;PEQ6815;3541406
Cliente 285719;PEQ6818;3530300
Cliente 285721;PEQ6819;3530300
Cliente 285722;PEQ6820;3553401
Cliente 285729;PEQ6825;3549805
Cliente 285730;PEQ6826;3549805
Cliente 285734;PEQ6828;4104808
Cliente 285735;PEQ6829;4103701
Cliente 285736;PEQ6830;4104808
Cliente 285746;PEQ6831;3554102
Cliente 285749;PEQ6832;3549805
Cliente 285754;PEQ6835;3549805
Cliente 285760;PEQ6836;4111803
Cliente 285761;PEQ6837;3525706
Cliente 285763;PEQ6838;3541406
Cliente 285764;PEQ6839;3541406
Cliente 285776;PEQ6846;3518800
Cliente 285779;PEQ6847;3548708
Cliente 285780;PEQ6848;3549805
Cliente 285782;PEQ6850;3550308
Cliente 285787;PEQ6852;3555000
Cliente 285788;PEQ6853;3529005
Cliente 285793;PEQ6855;3535507
Cliente 285795;PEQ6857;3534708
Cliente 285809;PEQ6858;3524808
Cliente 285817;PEQ6860;4104808
Cliente 285819;PEQ6861;4110706
Cliente 285821;PEQ6863;4107504
Cliente 285822;PEQ6864;4124103
Cliente 285824;PEQ6865;3542404
Cliente 285832;PEQ6866;3535507
Cliente 285833;PEQ6867;3535507
Cliente 285834;PEQ6868;3535507
Cliente 285835;PEQ6869;3535507
Cliente 285836;PEQ6870;3535507
Cliente 285837;PEQ6871;3541406
Cliente 285841;PEQ6873;3506508
Cliente 285842;PEQ6874;4110706
Cliente 285849;PEQ6875;3549805
Cliente 285851;PEQ6877;3550308
Cliente 285852;PEQ6878;3549805
Cliente 285855;PEQ6880;3554102
Cliente 285858;PEQ6881;3502804
Cliente 285859;PEQ6882;3517802
Cliente 285871;PEQ6884;3521606
Cliente 285873;PEQ6885;3521606
Cliente 285876;PEQ6886;3521606
Cliente 285882;PEQ6887;3512407
Cliente 285903;PEQ6890;4107504
Cliente 285905;PEQ6891;3541406
Cliente 285906;PEQ6892;3541406
Cliente 285910;PEQ6893;3509502
Cliente 285911;PEQ6894;3541406
Cliente 285925;PEQ6897;4128104
Cliente 285926;PEQ6898;4128104
Cliente 285950;PEQ6900;3550308
Cliente 285959;PEQ6901;3535507
Cliente 285978;PEQ6904;3539202
Cliente 285982;PEQ6905;4103701
Cliente 285983;PEQ6906;3534708
Cliente 285989;PEQ6907;4108304
Cliente 286000;PEQ6908;3549805
Cliente 286003;PEQ6909;3509502
Cliente 286016;PEQ6911;4113700
Cliente 286017;PEQ6912;3539202
Cliente 286037;PEQ6913;3541406
Cliente 286042;PEQ6914;3552205
Cliente 286050;PEQ6916;4113700
Cliente 286167;PEQ6922;3509502
Cliente 286172;PEQ6924;3529005
Cliente 286173;PEQ6925;3529005
Cliente 286174;PEQ6926;3529005
Cliente 286195;PEQ6929;4115200
Cliente 286197;PEQ6930;3542404
Cliente 286199;PEQ6931;3535507
Cliente 286204;PEQ6932;3526902
Cliente 286206;PEQ6933;3526902
Cliente 286209;PEQ6934;3526902
Cliente 286210;PEQ6935;3515509
Cliente 286224;PEQ6938;3550308
Cliente 286226;PEQ6939;3549805
Cliente 286254;PEQ6941;3509502
Cliente 286288;PEQ6945;4125506
Cliente 286331;PEQ6946;3509502
Cliente 286332;PEQ6947;3509502
Cliente 286335;PEQ6948;3514403
Cliente 286337;PEQ6949;4124103
Cliente 286338;PEQ6950;3520509
Cliente 286341;PEQ6951;4109708
Cliente 286342;PEQ6952;4124103
Cliente 286350;PEQ6958;4112801
Cliente 286363;PEQ6959;4123907
Cliente 286367;PEQ6961;3541406
Cliente 286370;PEQ6962;4106902
Cliente 286371;PEQ6963;3547809
Cliente 286387;PEQ6965;3555000
Cliente 286389;PEQ6966;3507605
Cliente 286390;PEQ6967;3511003
Cliente 286391;PEQ6968;3511003
Cliente 286392;PEQ6969;3511003
Cliente 286393;PEQ6970;4126256
Cliente 286409;PEQ6971;3545803
Cliente 286412;PEQ6973;4126256
Cliente 286415;PEQ6975;4126256
Cliente 286416;PEQ6976;4126256
Cliente 286417;PEQ6977;4126256
Cliente 286419;PEQ6978;4126256
Cliente 286434;PEQ6981;3521606
Cliente 286437;PEQ6982;4102406
Cliente 286443;PEQ6983;3510401
Cliente 286447;PEQ6986;4126256
Cliente 286464;PEQ6988;4101507
Cliente 286479;PEQ6989;3304557
Cliente 286480;PEQ6990;3205200
Cliente 286481;PEQ6991;4205407
Cliente 286482;PEQ6992;3304557
Cliente 286483;PEQ6993;3151800
Cliente 286485;PEQ6994;1302603
Cliente 286490;PEQ6995;4122404
Cliente 286492;PEQ6996;4115200
Cliente 286503;PEQ6997;4106902
Cliente 286504;PEQ6998;3304557
Cliente 286506;PEQ7000;3550308
Cliente 286508;PEQ7002;3543402
Cliente 286510;PEQ7003;3550308
Cliente 286517;PEQ7004;3550308
Cliente 286521;PEQ7005;3550308
Cliente 286523;PEQ7006;3550308
Cliente 286524;PEQ7007;3548708
Cliente 286526;PEQ7008;3548708
Cliente 286527;PEQ7009;3550308
Cliente 286528;PEQ7010;3550308
Cliente 286529;PEQ7011;3550308
Cliente 286531;PEQ7012;3550308
Cliente 286532;PEQ7013;3550308
Cliente 286533;PEQ7014;3511003
Cliente 286534;PEQ7015;3550308
Cliente 286535;PEQ7016;3526902
Cliente 286536;PEQ7017;3547809
Cliente 286537;PEQ7018;3535507
Cliente 286538;PEQ7019;3550308
Cliente 286539;PEQ7020;3505500
Cliente 286541;PEQ7022;3550308
Cliente 286543;PEQ7023;3550308
Cliente 286544;PEQ7024;3500105
Cliente 286545;PEQ7025;3550308
Cliente 286546;PEQ7026;3550308
Cliente 286547;PEQ7027;3538709
Cliente 286549;PEQ7028;3550308
Cliente 286550;PEQ7029;3518800
Cliente 286552;PEQ7030;3550308
Cliente 286553;PEQ7031;3550308
Cliente 286554;PEQ7032;3548708
Cliente 286555;PEQ7033;3518800
Cliente 286556;PEQ7034;3550308
Cliente 286557;PEQ7035;3550308
Cliente 286558;PEQ7036;3550308
Cliente 286559;PEQ7037;3501608
Cliente 286561;PEQ7038;3550308
Cliente 286562;PEQ7039;3550308
Cliente 286563;PEQ7040;3513009
Cliente 286569;PEQ7042;3550308
Cliente 286570;PEQ7043;3550308
Cliente 286574;PEQ7045;3550308
Cliente 286575;PEQ7046;3502804
Cliente 286576;PEQ7047;3550308
Cliente 286578;PEQ7048;3550308
Cliente 286580;PEQ7049;3550308
Cliente 286581;PEQ7050;3550308
Cliente 286583;PEQ7051;3550308
Cliente 286585;PEQ7052;3550308
Cliente 286586;PEQ7053;3550308
Cliente 286588;PEQ7055;3550308
Cliente 286591;PEQ7056;3550308
Cliente 286592;PEQ7057;3550308
Cliente 286593;PEQ7058;3550308
Cliente 286597;PEQ7060;3550308
Cliente 286598;PEQ7061;3550308
Cliente 286599;PEQ7062;3550308
Cliente 286600;PEQ7063;3550308
Cliente 286601;PEQ7064;3550308
Cliente 286602;PEQ7065;3550308
Cliente 286604;PEQ7066;3538709
Cliente 286607;PEQ7067;3550308
Cliente 286608;PEQ7068;3550308
Cliente 286609;PEQ7069;3556206
Cliente 286610;PEQ7070;3550308
Cliente 286611;PEQ7071;3550308
Cliente 286613;PEQ7073;3550308
Cliente 286614;PEQ7074;3550308
Cliente 286615;PEQ7075;3503208
Cliente 286616;PEQ7076;3550308
Cliente 286618;PEQ7077;3550308
Cliente 286620;PEQ7078;3106200
Cliente 286621;PEQ7079;3550308
Cliente 286622;PEQ7080;3554102
Cliente 286623;PEQ7081;3550308
Cliente 286624;PEQ7082;3550308
Cliente 286625;PEQ7083;3518800
Cliente 286627;PEQ7084;3550308
Cliente 286629;PEQ7086;3550308
Cliente 286630;PEQ7087;3534708
Cliente 286631;PEQ7088;3550308
Cliente 286632;PEQ7089;3550308
Cliente 286633;PEQ7090;3550308
Cliente 286634;PEQ7091;3550308
Cliente 286636;PEQ7092;3549805
Cliente 286638;PEQ7094;3550308
Cliente 286640;PEQ7095;3550308
Cliente 286641;PEQ7096;3550308
Cliente 286642;PEQ7097;3550308
Cliente 286643;PEQ7098;3550308
Cliente 286645;PEQ7099;3549805
Cliente 286647;PEQ7100;3549805
Cliente 286651;PEQ7102;3503208
Cliente 286652;PEQ7103;3550308
Cliente 286654;PEQ7105;3525706
Cliente 286658;PEQ7107;3550308
Cliente 286659;PEQ7108;3550308
Cliente 286661;PEQ7109;3550308
Cliente 286663;PEQ7110;3550308
Cliente 286664;PEQ7111;3550308
Cliente 286665;PEQ7112;3550308
Cliente 286666;PEQ7113;3550308
Cliente 286670;PEQ7117;3550308
Cliente 286671;PEQ7118;3505500
Cliente 286672;PEQ7119;4216602
Cliente 286677;PEQ7121;3510401
Cliente 286679;PEQ7122;3550308
Cliente 286680;PEQ7123;3550308
Cliente 286681;PEQ7124;3550308
Cliente 286682;PEQ7125;3552205
Cliente 286683;PEQ7126;3550308
Cliente 286695;PEQ7134;3504008
Cliente 286696;PEQ7135;3550308
Cliente 286697;PEQ7136;3550308
Cliente 286698;PEQ7137;3550308
Cliente 286699;PEQ7138;3550308
Cliente 286703;PEQ7142;3550308
Cliente 286704;PEQ7143;3514403
Cliente 286706;PEQ7144;3533403
Cliente 286709;PEQ7145;3549805
Cliente 286711;PEQ7146;3550308
Cliente 286725;PEQ7149;3505500
Cliente 286732;PEQ7151;3507605
Cliente 286738;PEQ7153;3550308
Cliente 286739;PEQ7154;3550308
Cliente 286740;PEQ7155;3550308
Cliente 286741;PEQ7156;3550308
Cliente 286744;PEQ7157;3526902
Cliente 286749;PEQ7158;3550308
Cliente 286751;PEQ7159;3550308
Cliente 286752;PEQ7160;3523107
Cliente 286754;PEQ7161;3509502
Cliente 286759;PEQ7162;3526902
Cliente 286768;PEQ7165;3550308
Cliente 286775;PEQ7168;3509502
Cliente 286776;PEQ7169;3552205
Cliente 286778;PEQ7170;3509502
Cliente 286783;PEQ7174;3518800
Cliente 286784;PEQ7175;3552205
Cliente 286785;PEQ7176;3550308
Cliente 286786;PEQ7177;3304557
Cliente 286787;PEQ7178;3550308
Cliente 286790;PEQ7179;3547809
Cliente 286792;PEQ7180;3550308
Cliente 286793;PEQ7181;3550308
Cliente 286794;PEQ7182;3550308
Cliente 286795;PEQ7183;3550308
Cliente 286796;PEQ7184;3550308
Cliente 286798;PEQ7185;3550308
Cliente 286799;PEQ7186;3550308
Cliente 286801;PEQ7187;3550308
Cliente 286802;PEQ7188;3550308
Cliente 286803;PEQ7189;3550308
Cliente 286838;PEQ7190;3550308
Cliente 286842;PEQ7192;3550308
Cliente 286843;PEQ7193;3550308
Cliente 286844;PEQ7194;3550308
Cliente 286846;PEQ7195;3550308
Cliente 286848;PEQ7197;3550308
Cliente 286849;PEQ7198;3550308
Cliente 286850;PEQ7199;3550308
Cliente 286851;PEQ7200;3547809
Cliente 286852;PEQ7201;3550308
Cliente 286853;PEQ7202;3548708
Cliente 286854;PEQ7203;3547809
Cliente 286858;PEQ7204;3550308
Cliente 286861;PEQ7205;3550308
Cliente 286862;PEQ7206;3550308
Cliente 286863;PEQ7207;3521606
Cliente 286864;PEQ7208;3507605
Cliente 286867;PEQ7210;3127107
Cliente 286868;PEQ7211;3550308
Cliente 286872;PEQ7212;3516705
Cliente 286877;PEQ7214;3550308
Cliente 286879;PEQ7215;5300108
Cliente 286882;PEQ7216;3550308
Cliente 286883;PEQ7217;3555000
Cliente 286884;PEQ7218;3529005
Cliente 286885;PEQ7219;3550308
Cliente 286886;PEQ7220;3509502
Cliente 286898;PEQ7225;3550308
Cliente 286899;PEQ7226;4128104
Cliente 286907;PEQ7229;3550308
Cliente 286908;PEQ7230;3550308
Cliente 286919;PEQ7232;3518800
Cliente 286920;PEQ7233;3550308
Cliente 286925;PEQ7236;3548708
Cliente 286933;PEQ7238;3550308
Cliente 286934;PEQ7239;3550308
Cliente 286935;PEQ7240;3550308
Cliente 286947;PEQ7243;3504008
Cliente 286955;PEQ7247;3530300
Cliente 286956;PEQ7248;3526902
Cliente 286957;PEQ7249;3526902
Cliente 286975;PEQ7251;3509502
Cliente 286977;PEQ7253;3550308
Cliente 286981;PEQ7256;3550308
Cliente 286983;PEQ7257;3550308
Cliente 286984;PEQ7258;3550308
Cliente 286986;PEQ7260;3550308
Cliente 286987;PEQ7261;3523107
Cliente 286991;PEQ7263;3550308
Cliente 286993;PEQ7264;3550308
Cliente 286994;PEQ7265;3554102
Cliente 286995;PEQ7266;3551603
Cliente 286998;PEQ7267;3550308
Cliente 287005;PEQ7271;3550308
Cliente 287006;PEQ7272;1702109
Cliente 287008;PEQ7274;3550308
Cliente 287013;PEQ7276;3541406
Cliente 287015;PEQ7278;3550308
Cliente 287021;PEQ7279;4126256
Cliente 287024;PEQ7280;3506508
Cliente 287025;PEQ7281;5103403
Cliente 287029;PEQ7282;3504008
Cliente 287036;PEQ7284;3550308
Cliente 287037;PEQ7285;3550308
Cliente 287040;PEQ7287;3548708
Cliente 287041;PEQ7288;3550308
Cliente 287044;PEQ7289;3550308
Cliente 287045;PEQ7290;3550308
Cliente 287046;PEQ7291;3550308
Cliente 287050;PEQ7293;3550308
Cliente 287053;PEQ7295;3550308
Cliente 287057;PEQ7297;3550308
Cliente 287058;PEQ7298;3550308
Cliente 287060;PEQ7299;3550308
Cliente 287062;PEQ7300;3526902
Cliente 287063;PEQ7301;3550308
Cliente 287071;PEQ7305;3535507
Cliente 287072;PEQ7306;3506508
Cliente 287078;PEQ7308;3550308
Cliente 287079;PEQ7309;3550308
Cliente 287080;PEQ7310;3530300
Cliente 287081;PEQ7311;3548708
Cliente 287089;PEQ7313;3550308
Cliente 287092;PEQ7314;3550308
Cliente 287095;PEQ7316;3509502
Cliente 287100;PEQ7317;3523107
Cliente 287119;PEQ7318;3550308
Cliente 287121;PEQ7319;3556206
Cliente 287123;PEQ7321;3518800
Cliente 287127;PEQ7322;3550308
Cliente 287128;PEQ7323;3550308
Cliente 287129;PEQ7324;3550308
Cliente 287130;PEQ7325;3550308
Cliente 287131;PEQ7326;3547809
Cliente 287132;PEQ7327;3509502
Cliente 287134;PEQ7328;3550308
Cliente 287135;PEQ7329;3543402
Cliente 287140;PEQ7330;3550308
Cliente 287171;PEQ7331;4104808
Cliente 287175;PEQ7332;3550308
Cliente 287177;PEQ7333;3550308
Cliente 287179;PEQ7334;3550308
Cliente 287181;PEQ7335;3303302
Cliente 287182;PEQ7336;3550308
Cliente 287184;PEQ7337;3550308
Cliente 287185;PEQ7338;3550308
Cliente 287186;PEQ7339;3550308
Cliente 287191;PEQ7341;3550308
Cliente 287196;PEQ7342;3550308
Cliente 287197;PEQ7343;3554102
Cliente 287200;PEQ7344;3550308
Cliente 287205;PEQ7347;3518800
Cliente 287206;PEQ7348;3550308
Cliente 287207;PEQ7349;3550308
Cliente 287208;PEQ7350;3550308
Cliente 287211;PEQ7351;3550308
Cliente 287215;PEQ7352;3151800
Cliente 287217;PEQ7353;3550308
Cliente 287218;PEQ7354;3551603
Cliente 287219;PEQ7355;3513009
Cliente 287221;PEQ7356;3550308
Cliente 287223;PEQ7357;3550308
Cliente 287224;PEQ7358;3550308
Cliente 287226;PEQ7359;3550308
Cliente 287227;PEQ7360;3506508
Cliente 287228;PEQ7361;3550308
Cliente 287233;PEQ7362;3509502
Cliente 287234;PEQ7363;3509502
Cliente 287242;PEQ7366;3550308
Cliente 287244;PEQ7367;3550308
Cliente 287245;PEQ7368;3550308
Cliente 287268;PEQ7370;4125506
Cliente 287269;PEQ7371;4125506
Cliente 287289;PEQ7374;4125506
Cliente 287294;PEQ7375;3556206
Cliente 287295;PEQ7376;3547809
Cliente 287297;PEQ7377;3547809
Cliente 287314;PEQ7378;3537305
Cliente 287320;PEQ7380;4104808
Cliente 287321;PEQ7381;4127106
Cliente 287325;PEQ7382;4127106
Cliente 287328;PEQ7384;3552205
Cliente 287335;PEQ7385;4126256
Cliente 287341;PEQ7386;4126256
Cliente 287342;PEQ7387;4126256
Cliente 287343;PEQ7388;3550308
Cliente 287344;PEQ7389;3550308
Cliente 287353;PEQ7391;3550308
Cliente 287354;PEQ7392;3552205
Cliente 287385;PEQ7393;4126256
Cliente 287386;PEQ7394;4101507
Cliente 287392;PEQ7397;4105508
Cliente 287422;PEQ7398;3506508
Cliente 287427;PEQ7399;4125506
Cliente 287428;PEQ7400;3509502
Cliente 287429;PEQ7401;3125101
Cliente 287438;PEQ7404;4126256
Cliente 287442;PEQ7405;3550308
Cliente 287443;PEQ7406;3550308
Cliente 287444;PEQ7407;3501608
Cliente 287447;PEQ7408;4205407
Cliente 287450;PEQ7409;3550308
Cliente 287456;PEQ7410;4101507
Cliente 287457;PEQ7411;4115200
Cliente 287468;PEQ7412;4106902
Cliente 287469;PEQ7413;3541406
Cliente 287485;PEQ7415;3550308
Cliente 287523;PEQ7416;3550308
Cliente 287525;PEQ7417;4112801
Cliente 287539;PEQ7419;3304557
Cliente 287544;PEQ7420;3550308
Cliente 287563;PEQ7424;3541406
Cliente 287565;PEQ7426;3509502
Cliente 287577;PEQ7431;4126256
Cliente 287586;PEQ7432;3530300
Cliente 287592;PEQ7433;3507605
Cliente 287640;PEQ7435;4117503
Cliente 287641;PEQ7436;4117503
Cliente 287660;PEQ7439;3543402
Cliente 287662;PEQ7441;4104808
Cliente 287681;PEQ7443;3537305
Cliente 287685;PEQ7444;3549805
Cliente 287689;PEQ7445;4122404
Cliente 287708;PEQ7446;3541406
Cliente 287709;PEQ7447;4126256
Cliente 287711;PEQ7449;4126256
Cliente 287716;PEQ7450;3541406
Cliente 287718;PEQ7451;3304557
Cliente 287720;PEQ7452;3516705
Cliente 287731;PEQ7455;3547809
Cliente 287737;PEQ7458;3524808
Cliente 287738;PEQ7459;3520509
Cliente 287752;PEQ7462;4119905
Cliente 287783;PEQ7463;4124103
Cliente 287785;PEQ7465;3552205
Cliente 287789;PEQ7466;3541406
Cliente 287792;PEQ7467;4128104
Cliente 287796;PEQ7469;4128104
Cliente 287799;PEQ7471;3535507
Cliente 287801;PEQ7473;3555000
Cliente 287804;PEQ7474;3502804
Cliente 287805;PEQ7475;3515509
Cliente 287806;PEQ7476;4125506
Cliente 287807;PEQ7477;3502804
Cliente 287808;PEQ7478;3506508
Cliente 287823;PEQ7480;3529005
Cliente 287864;PEQ7482;3546405
Cliente 287869;PEQ7484;3538709
Cliente 287872;PEQ7485;3538709
Cliente 287878;PEQ7486;3506508
Cliente 287879;PEQ7487;3524808
Cliente 287881;PEQ7488;3518800
Cliente 287888;PEQ7489;3506508
Cliente 287897;PEQ7490;3541406
Cliente 287921;PEQ7494;3507605
Cliente 287924;PEQ7495;3553401
Cliente 287925;PEQ7496;4106902
Cliente 287927;PEQ7497;4109708
Cliente 287934;PEQ7498;3545803
Cliente 287937;PEQ7499;3541406
Cliente 287938;PEQ7500;3541406
Cliente 287941;PEQ7501;4119905
Cliente 287973;PEQ7502;4107504
Cliente 287975;PEQ7503;4127106
Cliente 287992;PEQ7510;4112801
Cliente 288000;PEQ7511;4118204
Cliente 288022;PEQ7514;3526902
Cliente 288023;PEQ7515;3531407
Cliente 288054;PEQ7518;3524808
Cliente 288092;PEQ7520;4101507
Cliente 288126;PEQ7521;3514403
Cliente 288127;PEQ7522;4109708
Cliente 288142;PEQ7526;3550308
Cliente 288145;PEQ7527;4124103
Cliente 288151;PEQ7528;4112801
